DataEntryOrder,Date,EU,Patch,Corner,Dist,Species,2012 Live/dead,2015 Live/dead,Repr?,# Repr. Structs,Length,Width,Height,Transplant notes,Total Recruits,Recruit notes
360,9/28/15,8,E,I,d,CB,1,1,Y,177,35,34,39,,12,
361,9/28/15,8,E,I,d,GD,1,1,.,.,.,.,.,,,
362,9/28/15,8,E,I,d,LE,0,0,.,.,.,.,.,,2,
363,9/28/15,8,E,I,d,NG,0,1,N,0,108,107,70,,,
364,9/28/15,8,E,I,d,SS,1,0,.,.,.,.,.,,,
365,9/28/15,8,E,II,a,AB,1,1,N,0,108,106,48,,1,
366,9/28/15,8,E,II,a,AV,1,0,.,.,.,.,.,,,
367,9/28/15,8,E,II,a,CB,0,1,N,0,20,21,19,,,
368,9/28/15,8,E,II,a,GD,0,0,.,.,.,.,.,,,
369,9/28/15,8,E,II,a,LE,0,0,.,.,.,.,.,,,
370,9/28/15,8,E,II,a,NG,1,1,N,0,111,102.4,34,,,
371,9/28/15,8,E,II,a,SS,0,0,.,.,.,.,.,,,
372,9/28/15,8,E,II,b,AB,1,1,N,0,118,117,64,,,
373,9/28/15,8,E,II,b,AV,.,0,.,.,.,.,.,,,
374,9/28/15,8,E,II,b,CB,0,0,.,.,.,.,.,,,
375,9/28/15,8,E,II,b,GD,0,0,.,.,.,.,.,,,
376,9/28/15,8,E,II,b,LE,.,0,.,.,.,.,.,,,
377,9/28/15,8,E,II,b,NG,1,1,N,0,50,35,27,,,
378,9/28/15,8,E,II,b,SS,1,0,.,.,.,.,.,,,
379,9/28/15,8,E,II,c,AB,0,0,.,.,.,.,.,,,
380,9/28/15,8,E,II,c,AV,1,1,N,0,15,9.5,11,,,
381,9/28/15,8,E,II,c,CB,0,0,.,.,.,.,.,,,
382,9/28/15,8,E,II,c,GD,1,1,.,.,.,.,.,,,
383,9/28/15,8,E,II,c,LE,0,0,.,.,.,.,.,,,
384,9/28/15,8,E,II,c,NG,1,1,Y,1,56,66,30.5,,,
385,9/28/15,8,E,II,c,SS,0,0,.,.,.,.,.,,,
386,9/28/15,8,E,II,d,AB,1,1,N,0,95,109,60,,,
387,9/28/15,8,E,II,d,AV,1,1,Y,33,51,68.5,37.5,,,
388,9/28/15,8,E,II,d,CB,0,0,.,.,.,.,.,,3,
389,9/28/15,8,E,II,d,GD,0,0,.,.,.,.,.,,,
390,9/28/15,8,E,II,d,LE,0,0,.,.,.,.,.,,,
391,9/28/15,8,E,II,d,NG,1,1,N,0,47,41,23,,,
392,9/28/15,8,E,II,d,SS,0,0,.,.,.,.,.,,,
393,9/28/15,8,E,III,a,AB,1,1,N,0,79,82,46,,,
394,9/28/15,8,E,III,a,AV,0,0,.,.,.,.,.,,,
395,9/28/15,8,E,III,a,CB,1,1,N,0,26,28,10,,,
396,9/28/15,8,E,III,a,GD,1,1,.,.,.,.,.,,1,
397,9/28/15,8,E,III,a,LE,1,1,N,0,6,17,5,,1,
398,9/28/15,8,E,III,a,NG,1,1,N,0,70,85,19,,,
399,9/28/15,8,E,III,a,SS,1,1,Y,3,54,55,58,,,
400,9/28/15,8,E,III,b,AB,0,0,.,.,.,.,.,,,
401,9/28/15,8,E,III,b,AV,1,1,Y,6,39,45,43.5,,,
402,9/28/15,8,E,III,b,CB,1,1,Y,44,30,30,26,,4,
403,9/28/15,8,E,III,b,GD,1,1,.,.,.,.,.,,,
404,9/28/15,8,E,III,b,LE,0,0,.,.,.,.,.,,,
405,9/28/15,8,E,III,b,NG,1,1,Y,1,63,54,29,,,
406,9/28/15,8,E,III,b,SS,0,0,.,.,.,.,.,,,
407,9/28/15,8,E,III,c,AB,1,1,N,0,46,50,35,,,
408,9/28/15,8,E,III,c,AV,1,1,Y,44,42,63,45,,2,
409,9/28/15,8,E,III,c,CB,0,0,.,.,.,.,.,,,
410,9/28/15,8,E,III,c,GD,0,0,.,.,.,.,.,,,
411,9/28/15,8,E,III,c,LE,0,0,.,.,.,.,.,,,
412,9/28/15,8,E,III,c,NG,0,0,.,.,.,.,.,,,
413,9/28/15,8,E,III,c,SS,0,0,.,.,.,.,.,,,
414,9/28/15,8,E,III,d,AB,1,1,Y,0,84,106,65,,,
415,9/28/15,8,E,III,d,AV,1,1,Y,11,28,35,52,,,
416,9/28/15,8,E,III,d,CB,1,1,Y,167,33,31,48,,11,
417,9/28/15,8,E,III,d,GD,1,0,.,.,.,.,.,,,
418,9/28/15,8,E,III,d,LE,0,0,.,.,.,.,.,,,
419,9/28/15,8,E,III,d,NG,1,1,Y,1,45,53,29,,,
420,9/28/15,8,E,III,d,SS,1,1,Y,6,80,79,50,,,
421,9/28/15,8,E,IV,a,AB,1,1,N,0,27.5,25.8,21.6,,,
422,9/28/15,8,E,IV,a,AV,1,1,N,0,14,8.4,14.5,,,
423,9/28/15,8,E,IV,a,CB,1,1,N,0,28.4,25.4,13.2,,,
424,9/28/15,8,E,IV,a,GD,1,1,.,.,.,.,.,,,
425,9/28/15,8,E,IV,a,LE,1,1,N,0,0.2,0.2,3.2,,,
426,9/28/15,8,E,IV,a,NG,1,1,N,0,55.5,65.7,32,,,
427,9/28/15,8,E,IV,a,SS,1,1,N,0,33,28.2,17.5,,,
428,9/28/15,8,E,IV,b,AB,0,0,.,.,.,.,.,,,
429,9/28/15,8,E,IV,b,AV,1,1,Y,17,56,63,37,,,
430,9/28/15,8,E,IV,b,CB,1,1,Y,150,23.3,25.5,55,,,
431,9/28/15,8,E,IV,b,GD,1,1,.,.,.,.,.,,,
432,9/28/15,8,E,IV,b,LE,0,0,.,.,.,.,.,,,
433,9/28/15,8,E,IV,b,NG,1,1,N,0,110.2,124.5,74.4,,,
434,9/28/15,8,E,IV,b,SS,1,1,Y,38,74.3,98.4,120,,1,
435,9/28/15,8,E,IV,c,AB,1,1,N,0,117.5,126,71.4,,,
436,9/28/15,8,E,IV,c,AV,1,1,Y,19,47.5,37.5,60,,,
437,9/28/15,8,E,IV,c,CB,1,1,Y,117,18,12.5,43,,,
438,9/28/15,8,E,IV,c,GD,0,0,.,.,.,.,.,,,
439,9/28/15,8,E,IV,c,LE,1,1,N,0,9.5,9.5,15.2,,,
440,9/28/15,8,E,IV,c,NG,1,1,N,0,56.4,52.4,31.8,,,
441,9/28/15,8,E,IV,c,SS,1,1,Y,8,60,55,100,,,
442,9/28/15,8,E,IV,d,AB,1,1,N,0,96.4,13.5,61.5,,3,
443,9/28/15,8,E,IV,d,AV,1,1,Y,18,48.7,57.4,28,,5,
444,9/28/15,8,E,IV,d,CB,1,1,Y,63,36,36,20,,15,
445,9/28/15,8,E,IV,d,GD,0,0,.,.,.,.,.,,,
446,9/28/15,8,E,IV,d,LE,1,1,Y,112,30,60,27,,,
447,9/28/15,8,E,IV,d,NG,1,1,N,0,76,57,50,,,
448,9/28/15,8,E,IV,d,SS,1,0,.,.,.,.,.,,,
449,10/20/15,10,B,I,a,AB,1,1,N,0,80,88,33,,,
450,10/20/15,10,B,I,a,AV,1,1,N,0,32,28,17,,,
451,10/20/15,10,B,I,a,CB,1,1,N,0,36,43,11,,,
452,10/20/15,10,B,I,a,GD,1,1,.,.,.,.,.,,,
453,10/20/15,10,B,I,a,LE,1,1,N,0,20,44,8,,,
454,10/20/15,10,B,I,a,NG,1,1,N,0,81,97,32,,,
455,10/20/15,10,B,I,a,SS,1,1,Y,4,125,121,50,,,
456,10/20/15,10,B,I,b,AB,1,1,Y,10,109,166,42,,,
457,10/20/15,10,B,I,b,AV,1,1,Y,5,34,47,28,,,
458,10/20/15,10,B,I,b,CB,0,0,.,.,.,.,.,,,
459,10/20/15,10,B,I,b,GD,.,0,.,.,.,.,.,,,
460,10/20/15,10,B,I,b,LE,1,0,.,.,.,.,.,,,
461,10/20/15,10,B,I,b,NG,1,1,Y,2,150,139,50,,,
462,10/20/15,10,B,I,b,SS,.,0,.,.,.,.,.,,,
463,10/20/15,10,B,I,c,AB,1,1,Y,32,143,151,58,,,
464,10/20/15,10,B,I,c,AV,1,1,Y,49,61,63,37,,,
465,10/20/15,10,B,I,c,CB,1,1,Y,151,89,47,48,,11,
466,10/20/15,10,B,I,c,GD,0,0,.,.,.,.,.,,,
467,10/20/15,10,B,I,c,LE,0,1,Y,83,99,16,33,,,
468,10/20/15,10,B,I,c,NG,1,1,Y,3,144,142,30,,,
469,10/20/15,10,B,I,c,SS,1,1,N,0,56,91,42,,,
470,10/20/15,10,B,I,d,AB,.,0,.,.,.,.,.,,,
471,10/20/15,10,B,I,d,AV,.,0,.,.,.,.,.,,,
472,10/20/15,10,B,I,d,CB,1,1,Y,228,69,65,26,,,
473,10/20/15,10,B,I,d,GD,0,0,.,.,.,.,.,,,
474,10/20/15,10,B,I,d,LE,1,0,.,.,.,.,.,,,
475,10/20/15,10,B,I,d,NG,1,1,Y,1,124,125,43,,,
476,10/20/15,10,B,I,d,SS,1,1,Y,37,170,160,92,,,
477,10/20/15,10,B,II,a,AB,1,1,N,0,133,131,57,,,
478,10/20/15,10,B,II,a,AV,1,0,.,.,.,.,.,,,
479,10/20/15,10,B,II,a,CB,1,1,Y,147,54,47,24,,,
480,10/20/15,10,B,II,a,GD,0,0,.,.,.,.,.,,,
481,10/20/15,10,B,II,a,LE,.,0,.,.,.,.,.,,,
482,10/20/15,10,B,II,a,NG,.,0,.,.,.,.,.,,,
483,10/20/15,10,B,II,a,SS,.,0,.,.,.,.,.,,,
484,10/20/15,10,B,II,b,AB,1,1,Y,14,128,116,44,,,
485,10/20/15,10,B,II,b,AV,1,1,Y,17,49,61,20,,,
486,10/20/15,10,B,II,b,CB,1,1,Y,158,50,64,27,,,
487,10/20/15,10,B,II,b,GD,.,0,.,.,.,.,.,,,
488,10/20/15,10,B,II,b,LE,1,0,.,.,.,.,.,,,
489,10/20/15,10,B,II,b,NG,1,1,N,0,98,117,66,,,
490,10/20/15,10,B,II,b,SS,1,0,.,.,.,.,.,,,
491,10/20/15,10,B,II,c,AB,0,1,Y,9,82,103,46,,,
492,10/20/15,10,B,II,c,AV,0,0,.,.,.,.,.,,,
493,10/20/15,10,B,II,c,CB,0,0,.,.,.,.,.,,,
494,10/20/15,10,B,II,c,GD,0,0,.,.,.,.,.,,,
495,10/20/15,10,B,II,c,LE,0,0,.,.,.,.,.,,,
496,10/20/15,10,B,II,c,NG,1,1,N,0,67,61,32,,,
497,10/20/15,10,B,II,c,SS,1,0,.,.,.,.,.,,,
498,10/20/15,10,B,II,d,AB,1,1,Y,42,128,143,57,,,
499,10/20/15,10,B,II,d,AV,1,1,Y,21,67,54,21,,,
500,10/20/15,10,B,II,d,CB,1,1,Y,92,32,33,27,,,
501,10/20/15,10,B,II,d,GD,1,1,.,.,.,.,.,,,
502,10/20/15,10,B,II,d,LE,1,0,.,.,.,.,.,,,
503,10/20/15,10,B,II,d,NG,1,1,Y,1,102,95,25,,,
504,10/20/15,10,B,II,d,SS,.,0,.,.,.,.,.,,,
505,10/20/15,10,B,III,a,AB,1,1,Y,2,98,70,34,,,
506,10/20/15,10,B,III,a,AV,1,1,Y,3,50,58,37,,,
507,10/20/15,10,B,III,a,CB,1,1,Y,201,51,42,29,,,
508,10/20/15,10,B,III,a,GD,1,0,.,.,.,.,.,,,
509,10/20/15,10,B,III,a,LE,1,0,.,.,.,.,.,,,
510,10/20/15,10,B,III,a,NG,0,0,.,.,.,.,.,,,
511,10/20/15,10,B,III,a,SS,1,1,N,0,14,28,35,,,
512,10/20/15,10,B,III,b,AB,1,1,Y,46,157,148,63,,,
513,10/20/15,10,B,III,b,AV,1,1,Y,29,61,67,36,,,
514,10/20/15,10,B,III,b,CB,0,0,.,.,.,.,.,,,
515,10/20/15,10,B,III,b,GD,0,0,.,.,.,.,.,,,
516,10/20/15,10,B,III,b,LE,0,0,.,.,.,.,.,,,
517,10/20/15,10,B,III,b,NG,1,1,Y,3,77,105,42,,,
518,10/20/15,10,B,III,b,SS,0,0,.,.,.,.,.,,,
519,10/20/15,10,B,III,c,AB,1,1,N,0,49,52,31,,,
520,10/20/15,10,B,III,c,AV,1,1,Y,29,48,43,28,,,
521,10/20/15,10,B,III,c,CB,1,1,Y,169,69,60,32,,,
522,10/20/15,10,B,III,c,GD,0,0,.,.,.,.,.,,,
523,10/20/15,10,B,III,c,LE,0,0,.,.,.,.,.,,,
524,10/20/15,10,B,III,c,NG,1,1,N,0,102,93,49,,,
525,10/20/15,10,B,III,c,SS,1,1,Y,3,77,75,55,,,
526,10/20/15,10,B,III,d,AB,1,1,Y,138,123,145,39,,,
527,10/20/15,10,B,III,d,AV,0,0,.,.,.,.,.,,,
528,10/20/15,10,B,III,d,CB,1,1,Y,180,45,36,23,,,
529,10/20/15,10,B,III,d,GD,0,0,.,.,.,.,.,,,
530,10/20/15,10,B,III,d,LE,0,0,.,.,.,.,.,,,
531,10/20/15,10,B,III,d,NG,1,1,N,0,98,99,55,,,
532,10/20/15,10,B,III,d,SS,.,0,.,.,.,.,.,,,
533,10/20/15,10,B,IV,a,AB,1,1,N,0,144,151,36,,,
534,10/20/15,10,B,IV,a,AV,1,0,.,.,.,.,.,,,
535,10/20/15,10,B,IV,a,CB,1,1,N,0,43,47,18,,,
536,10/20/15,10,B,IV,a,GD,1,0,.,.,.,.,.,,,
537,10/20/15,10,B,IV,a,LE,1,1,N,0,4,12,26,,,
538,10/20/15,10,B,IV,a,NG,1,1,Y,1,123,114,46,,,
539,10/20/15,10,B,IV,a,SS,1,1,N,0,66,43,33,,,
540,10/20/15,10,B,IV,b,AB,.,0,.,.,.,.,.,,,
541,10/20/15,10,B,IV,b,AV,1,1,Y,5,55,64,25,,,
542,10/20/15,10,B,IV,b,CB,1,0,.,.,.,.,.,,,
543,10/20/15,10,B,IV,b,GD,.,0,.,.,.,.,.,,,
544,10/20/15,10,B,IV,b,LE,0,0,.,.,.,.,.,,,
545,10/20/15,10,B,IV,b,NG,1,1,N,0,47,40,26,,,
546,10/20/15,10,B,IV,b,SS,1,0,.,.,.,.,.,,,
547,10/20/15,10,B,IV,c,AB,1,1,Y,19,95,134,51,,,
548,10/20/15,10,B,IV,c,AV,1,1,Y,13,77,65,33,,,
549,10/20/15,10,B,IV,c,CB,.,0,.,.,.,.,.,,,
550,10/20/15,10,B,IV,c,GD,.,0,.,.,.,.,.,,,
551,10/20/15,10,B,IV,c,LE,.,0,.,.,.,.,.,,,
552,10/20/15,10,B,IV,c,NG,1,1,Y,5,144,92,38,,,
553,10/20/15,10,B,IV,c,SS,0,0,.,.,.,.,.,,,
554,10/20/15,10,B,IV,d,AB,1,1,N,0,71,97,43,,,
555,10/20/15,10,B,IV,d,AV,1,1,Y,0,39,53,18,1 FLOWER STALK EATEN,,
556,10/20/15,10,B,IV,d,CB,1,1,Y,128,43,49,18,,,
557,10/20/15,10,B,IV,d,GD,.,0,.,.,.,.,.,,,
558,10/20/15,10,B,IV,d,LE,.,0,.,.,.,.,.,,,
559,10/20/15,10,B,IV,d,NG,1,1,Y,3,107,100,50,,,
560,10/20/15,10,B,IV,d,SS,1,1,N,0,72,66,49,,,
561,10/21/15,10,C,I,a,AB,1,1,N,0,91,124,43,,,
562,10/21/15,10,C,I,a,AV,1,1,Y,7,50,61,26,,,
563,10/21/15,10,C,I,a,CB,1,1,Y,126,35,43,31,,,
564,10/21/15,10,C,I,a,GD,1,0,.,.,.,.,.,,,
565,10/21/15,10,C,I,a,LE,0,0,.,.,.,.,.,,,
566,10/21/15,10,C,I,a,NG,0,0,.,.,.,.,.,,,
567,10/21/15,10,C,I,a,SS,0,0,.,.,.,.,.,,,
568,10/21/15,10,C,I,b,AB,1,1,Y,55,114,140,33,,,
569,10/21/15,10,C,I,b,AV,1,1,Y,19,102,109,20,,,
570,10/21/15,10,C,I,b,CB,1,1,Y,728,95,94,29,,,
571,10/21/15,10,C,I,b,GD,0,0,.,.,.,.,.,,,
572,10/21/15,10,C,I,b,LE,0,0,.,.,.,.,.,,,
573,10/21/15,10,C,I,b,NG,1,1,Y,1,121,147,44,,,
574,10/21/15,10,C,I,b,SS,0,0,.,.,.,.,.,,,
575,10/21/15,10,C,I,c,AB,1,1,N,0,73,87,38,,,
576,10/21/15,10,C,I,c,AV,1,1,Y,55,61,82,31,,,
577,10/21/15,10,C,I,c,CB,1,1,Y,357,62,55,18,,,
578,10/21/15,10,C,I,c,GD,.,0,.,.,.,.,.,,,
579,10/21/15,10,C,I,c,LE,1,1,Y,116,22,47,47,,,
580,10/21/15,10,C,I,c,NG,1,1,Y,1,77,98,45,,,
581,10/21/15,10,C,I,c,SS,1,1,N,0,18,38,34,,,
582,10/21/15,10,C,I,d,AB,1,1,N,0,24,60,25,,,
583,10/21/15,10,C,I,d,AV,1,1,Y,53,63,61,27,,,
584,10/21/15,10,C,I,d,CB,1,1,Y,160,54,51,32,,,
585,10/21/15,10,C,I,d,GD,.,0,.,.,.,.,.,,,
586,10/21/15,10,C,I,d,LE,0,0,.,.,.,.,.,,,
587,10/21/15,10,C,I,d,NG,1,1,N,0,130,121,44,,,
588,10/21/15,10,C,I,d,SS,1,1,N,0,43,36,30,,,
589,10/21/15,10,C,II,a,AB,0,0,.,.,.,.,.,,,
590,10/21/15,10,C,II,a,AV,1,1,Y,6,51,63,26,,,
591,10/21/15,10,C,II,a,CB,1,1,Y,0,27,22,15,HERBIVORY,,
592,10/21/15,10,C,II,a,GD,0,0,.,.,.,.,.,,,
593,10/21/15,10,C,II,a,LE,1,1,N,0,14,10,8,SENESCED,,
594,10/21/15,10,C,II,a,NG,1,1,N,0,76,74,35,,,
595,10/21/15,10,C,II,a,SS,.,0,.,.,.,.,.,,,
596,10/21/15,10,C,II,b,AB,1,1,Y,11,130,141,63,,,
597,10/21/15,10,C,II,b,AV,1,1,Y,28,74,93,55,,,
598,10/21/15,10,C,II,b,CB,1,1,Y,245,35,38,26,,,
599,10/21/15,10,C,II,b,GD,1,1,.,.,.,.,.,,,
600,10/21/15,10,C,II,b,LE,0,0,.,.,.,.,.,,,
601,10/21/15,10,C,II,b,NG,1,1,Y,2,149,136,37,,,
602,10/21/15,10,C,II,b,SS,0,0,.,.,.,.,.,,,
603,10/21/15,10,C,II,c,AB,1,1,Y,231,179,204,52,,,
604,10/21/15,10,C,II,c,AV,1,1,Y,65,73,61,41,,,
605,10/21/15,10,C,II,c,CB,1,0,.,.,.,.,.,,,
606,10/21/15,10,C,II,c,GD,.,0,.,.,.,.,.,,,
607,10/21/15,10,C,II,c,LE,0,0,.,.,.,.,.,,,
608,10/21/15,10,C,II,c,NG,1,1,Y,2,76,89,41,,,
609,10/21/15,10,C,II,c,SS,1,1,N,0,39,34,34,,,
610,10/21/15,10,C,II,d,AB,1,1,Y,73,157,168,45,,,
611,10/21/15,10,C,II,d,AV,1,1,Y,31,50,55,27,,,
612,10/21/15,10,C,II,d,CB,1,1,N,0,5,7,3,,,
613,10/21/15,10,C,II,d,GD,0,0,.,.,.,.,.,,,
614,10/21/15,10,C,II,d,LE,.,0,.,.,.,.,.,,,
615,10/21/15,10,C,II,d,NG,1,1,N,0,96,98,34,,,
616,10/21/15,10,C,II,d,SS,1,1,Y,6,52,68,44,,,
617,10/21/15,10,C,III,a,AB,1,1,N,0,75,74,33,,,
618,10/21/15,10,C,III,a,AV,1,1,N,0,25,44,10,,,
619,10/21/15,10,C,III,a,CB,1,1,Y,14,36,43,18,,,
620,10/21/15,10,C,III,a,GD,1,1,.,.,.,.,.,,,
621,10/21/15,10,C,III,a,LE,0,0,.,.,.,.,.,,,
622,10/21/15,10,C,III,a,NG,1,1,N,0,93,102,21,,,
623,10/21/15,10,C,III,a,SS,1,1,Y,16,95,134,84,,,
624,10/21/15,10,C,III,b,AB,1,1,Y,5,104,109,40,,,
625,10/21/15,10,C,III,b,AV,.,0,.,.,.,.,.,,,
626,10/21/15,10,C,III,b,CB,1,1,Y,45,31,26,9,,,
627,10/21/15,10,C,III,b,GD,0,0,.,.,.,.,.,,,
628,10/21/15,10,C,III,b,LE,.,0,.,.,.,.,.,,,
629,10/21/15,10,C,III,b,NG,1,1,N,0,114,116,53,,,
630,10/21/15,10,C,III,b,SS,1,1,Y,7,95,99,82,,,
631,10/21/15,10,C,III,c,AB,1,1,N,0,128,133,46,,,
632,10/21/15,10,C,III,c,AV,0,0,.,.,.,.,.,,,
633,10/21/15,10,C,III,c,CB,1,1,N,0,30,30,14,,,
634,10/21/15,10,C,III,c,GD,.,0,.,.,.,.,.,,,
635,10/21/15,10,C,III,c,LE,1,0,.,.,.,.,.,,,
636,10/21/15,10,C,III,c,NG,1,1,N,0,120,122,55,,,
637,10/21/15,10,C,III,c,SS,1,1,Y,16,92,94,77,,,
638,10/21/15,10,C,III,d,AB,0,0,.,.,.,.,.,,,
639,10/21/15,10,C,III,d,AV,1,1,Y,13,34,40,21,,,
640,10/21/15,10,C,III,d,CB,1,1,Y,8,20,18,12,,,
641,10/21/15,10,C,III,d,GD,0,0,.,.,.,.,.,,,
642,10/21/15,10,C,III,d,LE,0,0,.,.,.,.,.,,,
643,10/21/15,10,C,III,d,NG,0,0,.,.,.,.,.,,,
644,10/21/15,10,C,III,d,SS,1,1,N,0,53,52,41,,,
645,10/21/15,10,C,IV,a,AB,1,1,N,0,76,84,25,,,
646,10/21/15,10,C,IV,a,AV,1,1,Y,5,51,45,24,,,
647,10/21/15,10,C,IV,a,CB,1,1,N,0,43,51,17,WAS REPROD. LAST YEAR,,
648,10/21/15,10,C,IV,a,GD,1,1,.,.,.,.,.,,,
649,10/21/15,10,C,IV,a,LE,1,1,Y,13,10,25,16,,,
650,10/21/15,10,C,IV,a,NG,0,0,.,.,.,.,.,,,
651,10/21/15,10,C,IV,a,SS,1,1,Y,1,71,50,49,,,
652,10/21/15,10,C,IV,b,AB,1,1,Y,9,105,118,34,,,
653,10/21/15,10,C,IV,b,AV,1,1,Y,18,50,53,21,,,
654,10/21/15,10,C,IV,b,CB,1,1,Y,244,47,49,29,,,
655,10/21/15,10,C,IV,b,GD,0,0,.,.,.,.,.,,,
656,10/21/15,10,C,IV,b,LE,0,0,.,.,.,.,.,,,
657,10/21/15,10,C,IV,b,NG,1,1,Y,1,55,65,35,,,
658,10/21/15,10,C,IV,b,SS,1,1,N,0,41,44,21,,,
659,10/21/15,10,C,IV,c,AB,1,1,Y,88,106,95,35,,,
660,10/21/15,10,C,IV,c,AV,1,1,Y,43,90,75,33,,,
661,10/21/15,10,C,IV,c,CB,1,1,N,0,2,5,2,,,
662,10/21/15,10,C,IV,c,GD,.,0,.,.,.,.,.,,,
663,10/21/15,10,C,IV,c,LE,0,1,Y,274,96,113,50,,,
664,10/21/15,10,C,IV,c,NG,1,1,N,0,112,124,47,,,
665,10/21/15,10,C,IV,c,SS,1,0,.,.,.,.,.,,,
666,10/21/15,10,C,IV,d,AB,1,1,Y,63,80,91,30,,,
667,10/21/15,10,C,IV,d,AV,1,1,Y,18,58,46,28,,,
668,10/21/15,10,C,IV,d,CB,1,1,Y,100,45,28,14,,,
669,10/21/15,10,C,IV,d,GD,.,0,.,.,.,.,.,,,
670,10/21/15,10,C,IV,d,LE,0,0,.,.,.,.,.,,,
671,10/21/15,10,C,IV,d,NG,1,1,N,0,112,107,46,,,
672,10/21/15,10,C,IV,d,SS,1,0,.,.,.,.,.,,,
673,10/20/15,10,D,I,a,AB,1,1,N,0,113,108,35,,,
674,10/20/15,10,D,I,a,AV,1,1,Y,2,55,55,17,,,
675,10/20/15,10,D,I,a,CB,1,1,Y,0,52,41,23,HERBIVORY,,
676,10/20/15,10,D,I,a,GD,1,1,.,.,.,.,.,,,
677,10/20/15,10,D,I,a,LE,1,1,Y,23,26,50,10,,,
678,10/20/15,10,D,I,a,NG,1,1,Y,1,71,125,34,,,
679,10/20/15,10,D,I,a,SS,1,0,.,.,.,.,.,,,
680,10/20/15,10,D,I,b,AB,1,1,Y,77,134,119,51,,,
681,10/20/15,10,D,I,b,AV,0,0,.,.,.,.,.,,,
682,10/20/15,10,D,I,b,CB,1,1,Y,263,51,45,22,,,
683,10/20/15,10,D,I,b,GD,1,1,.,.,.,.,.,,,
684,10/20/15,10,D,I,b,LE,1,1,Y,32,29,44,65,SENESCED,,
685,10/20/15,10,D,I,b,NG,1,1,Y,1,78,106,37,,,
686,10/20/15,10,D,I,b,SS,1,1,N,0,37,29,27,,,
687,10/20/15,10,D,I,c,AB,1,1,Y,1,119,124,53,,,
688,10/20/15,10,D,I,c,AV,1,1,Y,31,45,63,25,,,
689,10/20/15,10,D,I,c,CB,1,1,Y,83,24,38,28,,,
690,10/20/15,10,D,I,c,GD,0,0,.,.,.,.,.,,,
691,10/20/15,10,D,I,c,LE,.,0,.,.,.,.,.,,,
692,10/20/15,10,D,I,c,NG,1,1,N,0,96,115,46,,,
693,10/20/15,10,D,I,c,SS,1,1,N,0,49,41,52,,,
694,10/20/15,10,D,I,d,AB,1,1,Y,18,131,121,49,,,
695,10/20/15,10,D,I,d,AV,1,1,Y,38,65,71,37,,,
696,10/20/15,10,D,I,d,CB,1,1,Y,57,39,46,28,,,
697,10/20/15,10,D,I,d,GD,0,0,.,.,.,.,.,,,
698,10/20/15,10,D,I,d,LE,0,0,.,.,.,.,.,,,
699,10/20/15,10,D,I,d,NG,1,1,Y,1,87,96,42,,,
700,10/20/15,10,D,I,d,SS,1,0,.,.,.,.,.,,,
701,10/20/15,10,D,II,a,AB,1,1,N,0,36,33,19,,,
702,10/20/15,10,D,II,a,AV,.,0,.,.,.,.,.,,,
703,10/20/15,10,D,II,a,CB,1,1,Y,29,39,36,16,MANY SEEDS DISPERSED,,
704,10/20/15,10,D,II,a,GD,1,1,.,.,.,.,.,,,
705,10/20/15,10,D,II,a,LE,0,1,Y,13,17,29,31,,,
706,10/20/15,10,D,II,a,NG,1,1,Y,1,50,55,23,,,
707,10/20/15,10,D,II,a,SS,1,1,Y,8,86,82,60,,,
708,10/20/15,10,D,II,b,AB,1,1,Y,18,134,157,58,,,
709,10/20/15,10,D,II,b,AV,1,1,Y,23,54,70,29,,,
710,10/20/15,10,D,II,b,CB,1,1,Y,35,22,34,20,,,
711,10/20/15,10,D,II,b,GD,.,0,.,.,.,.,.,,,
712,10/20/15,10,D,II,b,LE,1,1,N,0,2,2,8,,,
713,10/20/15,10,D,II,b,NG,1,1,N,0,120,113,29,,,
714,10/20/15,10,D,II,b,SS,1,1,Y,3,34,84,55,,,
715,10/20/15,10,D,II,c,AB,1,1,N,0,127,149,53,,23,
716,10/20/15,10,D,II,c,AV,1,1,N,0,73,60,45,,,
717,10/20/15,10,D,II,c,CB,1,0,.,.,.,.,.,,,
718,10/20/15,10,D,II,c,GD,0,0,.,.,.,.,.,,,
719,10/20/15,10,D,II,c,LE,.,0,.,.,.,.,.,,,
720,10/20/15,10,D,II,c,NG,1,0,.,.,.,.,.,,,
721,10/20/15,10,D,II,c,SS,1,1,Y,3,36,37,48,,,
722,10/20/15,10,D,II,d,AB,1,1,Y,12,130,138,47,,,
723,10/20/15,10,D,II,d,AV,1,1,Y,6,76,57,27,,,
724,10/20/15,10,D,II,d,CB,1,1,Y,441,82,77,33,,24,
725,10/20/15,10,D,II,d,GD,.,0,.,.,.,.,.,,,
726,10/20/15,10,D,II,d,LE,.,0,.,.,.,.,.,,,
727,10/20/15,10,D,II,d,NG,1,1,N,0,82,105,41,,,
728,10/20/15,10,D,II,d,SS,0,0,.,.,.,.,.,,,
729,10/20/15,10,D,III,a,AB,0,0,.,.,.,.,.,,,
730,10/20/15,10,D,III,a,AV,1,1,Y,9,66,81,42,,,
731,10/20/15,10,D,III,a,CB,0,0,.,.,.,.,.,,,
732,10/20/15,10,D,III,a,GD,1,1,.,.,.,.,.,,,
733,10/20/15,10,D,III,a,LE,0,0,.,.,.,.,.,,,
734,10/20/15,10,D,III,a,NG,1,1,N,0,77,101,37,,,
