Species,EU,Patch,Corner,Distance,Live/dead,Reproductive status,# Reproductive structures,Transplant notes,# recruits in plot,# recruits out of plot,Recruit notes
NG,57,A,I,c,.,.,.,.,.,.,
SS,57,A,I,c,.,.,.,.,.,.,
AB,57,A,I,d,.,.,.,.,.,.,
AV,57,A,I,d,.,.,.,.,.,.,
CB,57,A,I,d,.,.,.,.,.,.,
GD,57,A,I,d,.,.,.,.,.,.,
LE,57,A,I,d,.,.,.,.,.,.,
NG,57,A,I,d,.,.,.,.,.,.,
SS,57,A,I,d,.,.,.,.,.,.,
AB,57,A,II,a,.,.,.,.,.,.,
AV,57,A,II,a,.,.,.,.,.,.,
CB,57,A,II,a,.,.,.,.,.,.,
GD,57,A,II,a,.,.,.,.,.,.,
LE,57,A,II,a,.,.,.,.,.,.,
NG,57,A,II,a,.,.,.,.,.,.,
SS,57,A,II,a,.,.,.,.,.,.,
AB,57,A,II,b,.,.,.,.,.,.,
AV,57,A,II,b,.,.,.,.,.,.,
CB,57,A,II,b,.,.,.,.,.,.,
GD,57,A,II,b,.,.,.,.,.,.,
LE,57,A,II,b,.,.,.,.,.,.,
NG,57,A,II,b,.,.,.,.,.,.,
SS,57,A,II,b,.,.,.,.,.,.,
AB,57,A,II,c,.,.,.,.,.,.,
AV,57,A,II,c,.,.,.,.,.,.,
CB,57,A,II,c,.,.,.,.,.,.,
GD,57,A,II,c,.,.,.,.,.,.,
LE,57,A,II,c,.,.,.,.,.,.,
NG,57,A,II,c,.,.,.,.,.,.,
SS,57,A,II,c,.,.,.,.,.,.,
AB,57,A,II,d,.,.,.,.,.,.,
AV,57,A,II,d,.,.,.,.,.,.,
CB,57,A,II,d,.,.,.,.,.,.,
GD,57,A,II,d,.,.,.,.,.,.,
LE,57,A,II,d,.,.,.,.,.,.,
NG,57,A,II,d,.,.,.,.,.,.,
SS,57,A,II,d,.,.,.,.,.,.,
AB,57,A,III,a,.,.,.,.,.,.,
AV,57,A,III,a,.,.,.,.,.,.,
CB,57,A,III,a,.,.,.,.,.,.,
GD,57,A,III,a,.,.,.,.,.,.,
LE,57,A,III,a,.,.,.,.,.,.,
NG,57,A,III,a,.,.,.,.,.,.,
SS,57,A,III,a,.,.,.,.,.,.,
AB,57,A,III,b,.,.,.,.,.,.,
AV,57,A,III,b,.,.,.,.,.,.,
CB,57,A,III,b,.,.,.,.,.,.,
GD,57,A,III,b,.,.,.,.,.,.,
LE,57,A,III,b,.,.,.,.,.,.,
NG,57,A,III,b,.,.,.,.,.,.,
SS,57,A,III,b,.,.,.,.,.,.,
AB,57,A,III,c,.,.,.,.,.,.,
AV,57,A,III,c,.,.,.,.,.,.,
CB,57,A,III,c,.,.,.,.,.,.,
GD,57,A,III,c,.,.,.,.,.,.,
LE,57,A,III,c,.,.,.,.,.,.,
NG,57,A,III,c,.,.,.,.,.,.,
SS,57,A,III,c,.,.,.,.,.,.,
AB,57,A,III,d,.,.,.,.,.,.,
AV,57,A,III,d,.,.,.,.,.,.,
CB,57,A,III,d,.,.,.,.,.,.,
GD,57,A,III,d,.,.,.,.,.,.,
LE,57,A,III,d,.,.,.,.,.,.,
NG,57,A,III,d,.,.,.,.,.,.,
SS,57,A,III,d,.,.,.,.,.,.,
AB,57,A,IV,a,.,.,.,.,.,.,
AV,57,A,IV,a,.,.,.,.,.,.,
CB,57,A,IV,a,.,.,.,.,.,.,
GD,57,A,IV,a,.,.,.,.,.,.,
LE,57,A,IV,a,.,.,.,.,.,.,
NG,57,A,IV,a,.,.,.,.,.,.,
SS,57,A,IV,a,.,.,.,.,.,.,
AB,57,A,IV,b,.,.,.,.,.,.,
AV,57,A,IV,b,.,.,.,.,.,.,
CB,57,A,IV,b,.,.,.,.,.,.,
GD,57,A,IV,b,.,.,.,.,.,.,
LE,57,A,IV,b,.,.,.,.,.,.,
NG,57,A,IV,b,.,.,.,.,.,.,
SS,57,A,IV,b,.,.,.,.,.,.,
AB,57,A,IV,c,.,.,.,.,.,.,
AV,57,A,IV,c,.,.,.,.,.,.,
CB,57,A,IV,c,.,.,.,.,.,.,
GD,57,A,IV,c,.,.,.,.,.,.,
LE,57,A,IV,c,.,.,.,.,.,.,
NG,57,A,IV,c,.,.,.,.,.,.,
SS,57,A,IV,c,.,.,.,.,.,.,
AB,57,A,IV,d,.,.,.,.,.,.,
AV,57,A,IV,d,.,.,.,.,.,.,
CB,57,A,IV,d,.,.,.,.,.,.,
GD,57,A,IV,d,.,.,.,.,.,.,
LE,57,A,IV,d,.,.,.,.,.,.,
NG,57,A,IV,d,.,.,.,.,.,.,
SS,57,A,IV,d,.,.,.,.,.,.,
AB,57,B,I,a,1,1,"""1-10""",,0,0,
AV,57,B,I,a,1,1,"""1-10""",,0,0,
CB,57,B,I,a,1,1,11-100,,0,0,
GD,57,B,I,a,1,0,.,,0,0,
LE,57,B,I,a,1,1,11-100,,0,0,
NG,57,B,I,a,1,0,.,,0,0,
SS,57,B,I,a,1,1,"""1-10""",,0,0,
AB,57,B,I,b,1,1,"""1-10""",,0,0,
AV,57,B,I,b,1,1,"""1-10""",,0,0,
CB,57,B,I,b,1,0,.,,0,0,
GD,57,B,I,b,1,0,.,,0,0,
LE,57,B,I,b,0,.,.,,0,0,
NG,57,B,I,b,1,0,.,,0,0,
SS,57,B,I,b,1,1,"""1-10""",,0,0,
AB,57,B,I,c,1,0,.,,0,0,
AV,57,B,I,c,1,1,11-100,,0,0,
CB,57,B,I,c,1,1,11-100,,0,0,
GD,57,B,I,c,1,0,.,,0,0,
LE,57,B,I,c,0,.,.,,0,0,
NG,57,B,I,c,1,1,"""1-10""",male,0,0,
SS,57,B,I,c,1,1,11-100,,0,0,
AB,57,B,I,d,1,1,11-100,,0,0,
AV,57,B,I,d,.,.,.,,0,0,
CB,57,B,I,d,1,1,11-100,,0,0,
GD,57,B,I,d,1,0,.,,0,0,
LE,57,B,I,d,.,.,.,,0,0,
NG,57,B,I,d,1,0,.,,0,0,
SS,57,B,I,d,1,0,.,,0,0,
AB,57,B,II,a,1,1,"""1-10""",,0,0,
AV,57,B,II,a,.,.,.,,0,0,
CB,57,B,II,a,1,1,100-200,,0,0,
GD,57,B,II,a,1,0,.,,0,0,
LE,57,B,II,a,.,.,.,,0,0,
NG,57,B,II,a,1,0,.,,0,0,
SS,57,B,II,a,.,.,.,,0,0,
AB,57,B,II,b,1,1,11-100,,0,0,
AV,57,B,II,b,1,1,11-100,,4,2,
CB,57,B,II,b,1,1,11-100,,0,0,
GD,57,B,II,b,0,.,.,,0,0,
LE,57,B,II,b,0,.,.,,0,0,
NG,57,B,II,b,1,1,1,female,0,0,
SS,57,B,II,b,0,.,.,,0,0,
AB,57,B,II,c,1,1,"""1-10""",,0,0,
AV,57,B,II,c,1,1,11-100,,1,0,
CB,57,B,II,c,1,1,"""1-10""",,0,0,
GD,57,B,II,c,1,0,.,,0,0,
LE,57,B,II,c,0,.,.,,0,0,
NG,57,B,II,c,1,0,.,,0,0,
SS,57,B,II,c,1,0,.,,0,0,
AB,57,B,II,d,1,1,"""1-10""",,0,0,
AV,57,B,II,d,0,.,.,,0,0,
CB,57,B,II,d,1,1,200-300,,3,0,
GD,57,B,II,d,1,0,.,,0,0,
LE,57,B,II,d,0,.,.,,0,0,
NG,57,B,II,d,1,0,.,,0,0,
SS,57,B,II,d,1,1,"""1-10""",,0,0,
AB,57,B,III,a,1,1,100-200,,0,0,
AV,57,B,III,a,1,1,"""1-10""",,0,0,
CB,57,B,III,a,1,1,100-200,,0,0,
GD,57,B,III,a,1,0,.,,0,0,
LE,57,B,III,a,1,1,11-100,,0,0,
NG,57,B,III,a,1,0,.,,0,0,
SS,57,B,III,a,1,1,"""1-10""",,0,0,
AB,57,B,III,b,1,0,.,,0,0,
AV,57,B,III,b,1,1,11-100,,0,0,
CB,57,B,III,b,1,1,11-100,,7,0,
GD,57,B,III,b,0,.,.,,0,0,
LE,57,B,III,b,1,1,"""1-10""",,0,0,
NG,57,B,III,b,1,1,1,male or last yr,0,0,
SS,57,B,III,b,1,1,"""1-10""",,0,0,
AB,57,B,III,c,1,1,200-300,,0,0,
AV,57,B,III,c,1,1,11-100,,3,0,
CB,57,B,III,c,1,0,.,,0,0,
GD,57,B,III,c,0,.,.,,0,0,
LE,57,B,III,c,1,1,100-200,,0,0,
NG,57,B,III,c,1,0,.,,0,0,
SS,57,B,III,c,1,1,"""1-10""",,0,0,
AB,57,B,III,d,1,1,100-200,,0,0,
AV,57,B,III,d,1,1,11-100,,0,0,
CB,57,B,III,d,0,.,.,,0,0,
GD,57,B,III,d,.,.,.,,0,0,
LE,57,B,III,d,1,1,11-100,,0,0,
NG,57,B,III,d,1,0,.,,0,0,
SS,57,B,III,d,1,1,11-100,,0,0,
AB,57,B,IV,a,1,1,11-100,,0,0,
AV,57,B,IV,a,1,1,"""1-10""",,0,0,
CB,57,B,IV,a,1,1,11-100,,0,0,
GD,57,B,IV,a,.,.,.,,0,0,
LE,57,B,IV,a,1,1,11-100,,0,0,
NG,57,B,IV,a,1,0,.,,0,0,
SS,57,B,IV,a,1,1,11-100,,0,0,
AB,57,B,IV,b,1,1,"""1-10""",,0,0,
AV,57,B,IV,b,.,.,.,,0,0,
CB,57,B,IV,b,.,.,.,,0,0,
GD,57,B,IV,b,0,.,.,,0,0,
LE,57,B,IV,b,0,.,.,,0,0,
NG,57,B,IV,b,0,.,.,,0,0,
SS,57,B,IV,b,1,1,11-100,,3,3,
AB,57,B,IV,c,1,1,"""1-10""",,0,0,
AV,57,B,IV,c,1,1,11-100,,2,0,
CB,57,B,IV,c,1,1,100-200,,0,0,
GD,57,B,IV,c,.,.,.,,0,0,
LE,57,B,IV,c,.,.,.,,0,0,
NG,57,B,IV,c,1,0,.,,0,0,
SS,57,B,IV,c,1,1,11-100,,0,0,
AB,57,B,IV,d,1,1,"""1-10""",,0,0,
AV,57,B,IV,d,1,1,11-100,,2,0,
CB,57,B,IV,d,1,1,"""1-10""",,0,0,
GD,57,B,IV,d,.,.,.,,0,0,
LE,57,B,IV,d,.,.,.,,0,0,
NG,57,B,IV,d,1,0,.,,0,0,
SS,57,B,IV,d,0,.,.,,0,0,
AB,57,C,I,a,1,1,100-200,,0,0,
AV,57,C,I,a,0,.,.,,0,0,
CB,57,C,I,a,1,1,11-100,,0,0,
GD,57,C,I,a,1,0,.,,0,0,
LE,57,C,I,a,1,1,11-100,,0,0,
NG,57,C,I,a,0,.,.,,0,0,
SS,57,C,I,a,1,1,11-100,,8,1,
AB,57,C,I,b,1,1,11-100,,0,0,
AV,57,C,I,b,1,1,11-100,,6,0,
CB,57,C,I,b,1,1,200-300,,4,0,
GD,57,C,I,b,1,0,.,,0,0,
LE,57,C,I,b,1,1,300-400,,0,0,
NG,57,C,I,b,1,1,1,female,0,0,
SS,57,C,I,b,0,.,.,,0,0,
AB,57,C,I,c,1,1,11-100,,1,0,
AV,57,C,I,c,1,1,"""1-10""",,0,0,
CB,57,C,I,c,0,.,.,,0,0,
GD,57,C,I,c,0,.,.,,0,0,
LE,57,C,I,c,0,.,.,,0,0,
NG,57,C,I,c,1,0,.,,0,0,
SS,57,C,I,c,1,1,"""1-10""",,6,0,
AB,57,C,I,d,1,1,200-300,,0,0,
AV,57,C,I,d,1,1,11-100,,0,0,
CB,57,C,I,d,1,1,11-100,,4,0,
GD,57,C,I,d,0,.,.,,0,0,
LE,57,C,I,d,0,.,.,,0,0,
NG,57,C,I,d,1,0,.,,0,0,
SS,57,C,I,d,1,0,.,,0,0,
AB,57,C,II,a,1,1,11-100,,0,0,
AV,57,C,II,a,1,1,11-100,,0,0,
CB,57,C,II,a,1,1,11-100,,1,0,
GD,57,C,II,a,0,.,.,,0,0,
LE,57,C,II,a,1,1,100-200,,16,0,
NG,57,C,II,a,1,0,.,,0,0,
SS,57,C,II,a,0,.,.,,0,0,
AB,57,C,II,b,1,1,>200,,3,0,
AV,57,C,II,b,1,1,10-100,,6,1,
CB,57,C,II,b,1,1,>100,,21,0,
GD,57,C,II,b,1,0,.,,0,0,
LE,57,C,II,b,1,1,>200,,1,0,
NG,57,C,II,b,1,1,1,male or last yr,0,0,
SS,57,C,II,b,1,1,10-100,,0,0,
AB,57,C,II,c,1,1,11-100,,0,0,
AV,57,C,II,c,1,0,.,,0,0,
CB,57,C,II,c,1,1,11-100,,0,0,
GD,57,C,II,c,1,0,.,,0,0,
LE,57,C,II,c,1,1,200-300,,0,0,
NG,57,C,II,c,1,0,.,,0,0,
SS,57,C,II,c,1,1,11-100,,1,1,
AB,57,C,II,d,1,1,11-100,,0,0,
AV,57,C,II,d,1,1,11-100,,0,0,
CB,57,C,II,d,1,1,100-200,double transplant?,1,0,
GD,57,C,II,d,0,.,.,,0,0,
LE,57,C,II,d,0,.,.,,0,0,
NG,57,C,II,d,1,0,.,,0,0,
SS,57,C,II,d,0,.,.,,0,0,
AB,57,C,III,a,1,0,.,,0,0,
AV,57,C,III,a,1,1,11-100,,2,0,
CB,57,C,III,a,1,1,11-100,,0,0,
GD,57,C,III,a,1,0,.,,0,0,
LE,57,C,III,a,1,1,11-100,,0,0,
NG,57,C,III,a,1,1,1,male or last yr,0,0,
SS,57,C,III,a,1,1,"""1-10""",,0,0,
AB,57,C,III,b,1,0,.,,0,0,
AV,57,C,III,b,1,1,11-100,,2,0,
CB,57,C,III,b,1,1,100-200,,8,3,
GD,57,C,III,b,0,.,.,,0,0,
LE,57,C,III,b,1,1,100-200,,0,0,
NG,57,C,III,b,1,0,.,,0,0,
SS,57,C,III,b,1,0,.,,0,0,
AB,57,C,III,c,1,0,.,,0,0,
AV,57,C,III,c,1,1,"""1-10""",,1,0,
CB,57,C,III,c,1,0,.,,0,0,
GD,57,C,III,c,1,0,.,,0,0,
LE,57,C,III,c,0,.,.,,0,0,
NG,57,C,III,c,1,0,.,,0,0,
SS,57,C,III,c,1,0,.,,0,0,
AB,57,C,III,d,1,1,11-100,,0,0,
AV,57,C,III,d,1,1,11-100,,0,0,
CB,57,C,III,d,1,1,100-200,,1,2,
GD,57,C,III,d,0,.,.,,0,0,
LE,57,C,III,d,0,.,.,,1,0,
NG,57,C,III,d,1,0,.,,0,0,
SS,57,C,III,d,0,.,.,,0,0,
AB,57,C,IV,a,1,1,100-200,,0,0,
AV,57,C,IV,a,1,1,"""1-10""",,8,0,
CB,57,C,IV,a,1,1,11-100,,0,0,
GD,57,C,IV,a,1,0,.,,0,0,
LE,57,C,IV,a,1,1,11-100,,0,0,
NG,57,C,IV,a,1,1,1,female,0,0,
SS,57,C,IV,a,1,1,11-100,,0,0,
AB,57,C,IV,b,1,1,11-100,,0,0,
AV,57,C,IV,b,1,1,"""1-10""",,0,0,
CB,57,C,IV,b,1,1,11-100,,0,0,
GD,57,C,IV,b,1,0,.,,0,0,
LE,57,C,IV,b,1,1,11-100,,0,0,
NG,57,C,IV,b,1,0,.,,0,0,
SS,57,C,IV,b,1,1,11-100,,0,0,
AB,57,C,IV,c,1,0,.,,0,0,
AV,57,C,IV,c,1,0,.,,0,0,
CB,57,C,IV,c,1,1,100-200,,0,0,
GD,57,C,IV,c,1,0,.,,0,0,
LE,57,C,IV,c,0,.,.,,0,0,
NG,57,C,IV,c,1,0,.,,0,0,
SS,57,C,IV,c,0,.,.,,0,0,
AB,57,C,IV,d,1,1,"""1-10""",,0,0,
AV,57,C,IV,d,0,.,.,,0,0,
CB,57,C,IV,d,1,1,"""1-10""",,0,0,
GD,57,C,IV,d,0,.,.,,0,0,
LE,57,C,IV,d,1,1,11-100,,0,0,
NG,57,C,IV,d,1,0,.,,0,0,
SS,57,C,IV,d,1,1,"""1-10""",,0,0,
AB,57,D,I,a,1,1,11-100,,0,0,
AV,57,D,I,a,1,1,"""1-10""",,0,0,
CB,57,D,I,a,1,1,11-100,,1,0,
GD,57,D,I,a,.,.,.,,0,0,
LE,57,D,I,a,1,1,100-200,,1,0,
NG,57,D,I,a,1,0,.,,0,0,
SS,57,D,I,a,1,0,.,,0,0,
AB,57,D,I,b,.,.,.,,0,0,
AV,57,D,I,b,1,1,"""1-10""",,0,0,
CB,57,D,I,b,1,1,11-100,,0,0,
GD,57,D,I,b,.,.,.,,0,0,
LE,57,D,I,b,1,1,"""1-10""",,0,0,
NG,57,D,I,b,1,0,.,,0,0,
SS,57,D,I,b,1,0,.,,0,0,
AB,57,D,I,c,1,1,11-100,,0,0,
AV,57,D,I,c,1,1,11-100,,0,0,
CB,57,D,I,c,0,.,.,,0,0,
GD,57,D,I,c,.,.,.,,0,0,
LE,57,D,I,c,.,.,.,,0,0,
NG,57,D,I,c,1,1,"""1-10""",male or last yr,0,0,
SS,57,D,I,c,1,1,11-100,,0,0,
AB,57,D,I,d,1,1,"""1-10""",,0,0,
AV,57,D,I,d,1,1,"""1-10""",,0,0,
CB,57,D,I,d,.,.,.,,0,0,
GD,57,D,I,d,.,.,.,,0,0,
LE,57,D,I,d,1,1,11-100,,0,0,
NG,57,D,I,d,1,0,.,,0,0,
SS,57,D,I,d,1,1,11-100,,0,0,
AB,57,D,II,a,1,1,"""1-10""",,0,0,
AV,57,D,II,a,1,1,11-100,,0,0,
CB,57,D,II,a,1,1,11-100,,0,0,
GD,57,D,II,a,1,0,.,,0,0,
LE,57,D,II,a,1,1,11-100,,12,17,
NG,57,D,II,a,1,0,.,,0,0,
SS,57,D,II,a,1,0,.,,0,0,
AB,57,D,II,b,1,1,100-200,,0,0,
AV,57,D,II,b,1,1,"""1-10""",,0,0,
CB,57,D,II,b,.,.,.,,0,0,
GD,57,D,II,b,.,.,.,,0,0,
LE,57,D,II,b,1,1,100-200,,16,10,
NG,57,D,II,b,1,0,.,,0,0,
SS,57,D,II,b,1,1,"""1-10""",,0,0,
AB,57,D,II,c,1,1,11-100,,0,0,
AV,57,D,II,c,1,1,11-100,,0,0,
CB,57,D,II,c,1,1,11-100,,15,2,
GD,57,D,II,c,1,0,.,,0,0,
LE,57,D,II,c,1,1,11-100,,12,1,
NG,57,D,II,c,1,0,.,,0,0,
SS,57,D,II,c,1,0,.,,0,0,
AB,57,D,II,d,1,1,100-200,,0,0,
AV,57,D,II,d,1,1,100-200,,0,0,
CB,57,D,II,d,0,.,.,,0,0,
GD,57,D,II,d,1,0,.,,0,0,
LE,57,D,II,d,1,1,"""1-10""",,0,0,
NG,57,D,II,d,1,1,"""1-10""",male or last yr,0,0,
SS,57,D,II,d,1,1,11-100,,0,0,
AB,57,D,III,a,1,1,100-200,,0,0,
AV,57,D,III,a,1,1,11-100,,0,0,
CB,57,D,III,a,1,1,11-100,,0,0,
GD,57,D,III,a,1,0,.,,0,0,
LE,57,D,III,a,0,.,.,,0,0,
NG,57,D,III,a,1,1,"""1-10""",male or last yr,0,0,
SS,57,D,III,a,1,0,.,,1,2,
AB,57,D,III,b,1,1,101-200,,0,0,
AV,57,D,III,b,1,1,"""1-10""",,0,0,
CB,57,D,III,b,1,1,11-100,,10,0,
GD,57,D,III,b,1,0,.,,0,0,
LE,57,D,III,b,1,1,11-100,,0,1,
NG,57,D,III,b,1,0,.,,0,0,
SS,57,D,III,b,1,0,.,,0,3,
AB,57,D,III,c,1,1,100-200,,0,0,
AV,57,D,III,c,1,1,"""1-10""",,0,0,
CB,57,D,III,c,0,.,.,,0,0,
GD,57,D,III,c,0,.,.,,0,0,
LE,57,D,III,c,0,.,.,,0,0,
NG,57,D,III,c,1,0,.,,0,0,
SS,57,D,III,c,0,.,.,,0,0,
AB,57,D,III,d,.,.,.,,0,0,
AV,57,D,III,d,1,1,"""1-10""",,0,0,
CB,57,D,III,d,1,1,100-200,,6,2,
GD,57,D,III,d,1,0,.,,0,0,
LE,57,D,III,d,1,1,11-100,,1,2,
NG,57,D,III,d,1,0,.,,0,0,
SS,57,D,III,d,1,0,.,,0,0,
AB,57,D,IV,a,1,0,.,,0,0,
AV,57,D,IV,a,1,1,"""1-10""",,0,0,
CB,57,D,IV,a,0,.,.,,0,0,
GD,57,D,IV,a,1,0,.,,0,0,
LE,57,D,IV,a,0,.,.,,0,0,
NG,57,D,IV,a,1,0,.,,0,0,
SS,57,D,IV,a,1,1,"""1-10""",,0,0,
AB,57,D,IV,b,1,1,11-100,,0,0,
AV,57,D,IV,b,1,1,11-100,,13,1,
CB,57,D,IV,b,1,1,11-100,,14,0,
GD,57,D,IV,b,1,0,.,,0,0,
LE,57,D,IV,b,0,.,.,,0,0,
NG,57,D,IV,b,1,0,.,,0,0,
SS,57,D,IV,b,.,.,.,,.,.,
AB,57,D,IV,c,1,1,11-100,,0,0,
AV,57,D,IV,c,1,1,"""1-10",,4,0,
CB,57,D,IV,c,1,1,100-200,,30,0,
GD,57,D,IV,c,0,.,.,,0,0,
LE,57,D,IV,c,1,1,100-200,,0,0,
NG,57,D,IV,c,1,0,.,,0,0,
SS,57,D,IV,c,1,0,.,,0,0,
AB,57,D,IV,d,1,1,11-100,,0,0,
AV,57,D,IV,d,1,1,"""1-10""",,0,0,
CB,57,D,IV,d,1,1,11-100,,0,0,
GD,57,D,IV,d,0,.,.,,0,0,
LE,57,D,IV,d,0,.,.,,0,0,
NG,57,D,IV,d,1,0,11-100,,0,0,
SS,57,D,IV,d,0,.,.,,0,0,
AB,57,E,I,a,1,1,100-200,,0,0,
AV,57,E,I,a,1,1,"""1-10""",,0,0,
CB,57,E,I,a,1,1,11-100,,1,0,
GD,57,E,I,a,1,0,.,,0,0,
LE,57,E,I,a,1,1,11-100,,0,0,
NG,57,E,I,a,1,0,.,,0,0,
SS,57,E,I,a,1,0,.,,0,0,
AB,57,E,I,b,1,0,.,,0,0,
AV,57,E,I,b,1,1,"""1-10""",,0,0,
CB,57,E,I,b,1,1,100-200,,12,0,
GD,57,E,I,b,1,0,.,,0,0,
LE,57,E,I,b,.,.,.,,0,0,
NG,57,E,I,b,1,1,1,male or last yr,0,0,
SS,57,E,I,b,1,1,"""1-10""",,0,0,
AB,57,E,I,c,1,0,.,,0,0,
AV,57,E,I,c,1,1,"""1-10""",,0,0,
CB,57,E,I,c,0,.,.,,0,0,
GD,57,E,I,c,0,.,.,,0,0,
LE,57,E,I,c,0,.,.,,1,0,
NG,57,E,I,c,1,0,.,,0,0,
SS,57,E,I,c,1,1,"""1-10""",,0,0,
AB,57,E,I,d,1,0,.,,0,0,
AV,57,E,I,d,1,1,11-100,,0,0,
CB,57,E,I,d,0,.,.,,0,0,
GD,57,E,I,d,0,.,.,,0,0,
LE,57,E,I,d,0,.,.,,0,0,
NG,57,E,I,d,1,0,.,,0,0,
SS,57,E,I,d,1,1,"""1-10""",,9,11,
AB,57,E,II,a,1,1,"""1-10""",,0,0,
AV,57,E,II,a,1,1,11-100,,0,0,
CB,57,E,II,a,1,1,100-200,,0,0,
GD,57,E,II,a,1,0,.,,0,0,
LE,57,E,II,a,1,1,11-100,senesced,0,0,
NG,57,E,II,a,1,0,.,,0,0,
SS,57,E,II,a,1,1,"""1-10""",,0,0,
AB,57,E,II,b,1,1,11-100,,0,0,
AV,57,E,II,b,1,1,"""1-10""",,0,1,
CB,57,E,II,b,1,0,.,,2,0,
GD,57,E,II,b,1,0,.,,0,0,
LE,57,E,II,b,0,.,.,,0,0,
NG,57,E,II,b,0,.,.,,0,0,
SS,57,E,II,b,1,0,.,,0,3,
AB,57,E,II,c,1,1,11-100,,0,0,
AV,57,E,II,c,1,1,11-100,,0,1,
CB,57,E,II,c,1,1,11-100,,0,0,
GD,57,E,II,c,0,.,.,,0,0,
LE,57,E,II,c,0,.,.,,0,0,
NG,57,E,II,c,1,0,.,,0,0,
SS,57,E,II,c,0,.,.,,0,0,
AB,57,E,II,d,1,1,200-300,,0,0,
AV,57,E,II,d,1,1,11-100,,0,0,
CB,57,E,II,d,1,1,100-200,,9,0,
GD,57,E,II,d,0,.,.,,0,0,
LE,57,E,II,d,1,0,.,,0,0,
NG,57,E,II,d,1,0,.,,0,0,
SS,57,E,II,d,1,0,.,,0,0,
AB,57,E,III,a,0,.,.,,0,0,
AV,57,E,III,a,0,.,.,,0,0,
CB,57,E,III,a,0,.,.,,11,0,
GD,57,E,III,a,1,0,.,,0,0,
LE,57,E,III,a,0,.,.,,0,0,
NG,57,E,III,a,0,.,.,,0,0,
SS,57,E,III,a,1,0,.,,0,0,
AB,57,E,III,b,1,1,"""1-10""",,0,0,
AV,57,E,III,b,1,1,11-100,,0,0,
CB,57,E,III,b,1,1,100-200,,3,0,
GD,57,E,III,b,1,0,.,,0,0,
LE,57,E,III,b,0,.,.,,0,0,
NG,57,E,III,b,1,0,.,,0,0,
SS,57,E,III,b,1,1,11-100,,0,9,
AB,57,E,III,c,1,1,"""1-10""",,0,0,
AV,57,E,III,c,1,1,"""1-10""",,0,0,
CB,57,E,III,c,1,1,11-100,,2,0,
GD,57,E,III,c,0,.,.,,0,0,
LE,57,E,III,c,0,.,.,,0,0,
NG,57,E,III,c,1,0,.,,0,0,
SS,57,E,III,c,1,0,.,,0,0,
AB,57,E,III,d,1,0,.,,0,0,
AV,57,E,III,d,1,1,"""1-10""",,0,1,
CB,57,E,III,d,1,1,11-100,,3,0,
GD,57,E,III,d,1,0,.,,0,0,
LE,57,E,III,d,0,.,.,,0,0,
NG,57,E,III,d,1,0,.,,0,0,
SS,57,E,III,d,1,1,"""1-10""",,0,0,
AB,57,E,IV,a,1,1,"""1-10""",,0,0,
AV,57,E,IV,a,1,0,.,,0,0,
CB,57,E,IV,a,1,0,.,,0,0,
GD,57,E,IV,a,1,0,.,,0,0,
LE,57,E,IV,a,1,1,100-200,,0,0,
NG,57,E,IV,a,1,0,.,,0,0,
SS,57,E,IV,a,1,1,11-100,,0,0,
AB,57,E,IV,b,1,1,300-400,,0,0,
AV,57,E,IV,b,1,1,11-100,,0,0,
CB,57,E,IV,b,1,0,.,,0,0,
GD,57,E,IV,b,1,0,.,,0,0,
LE,57,E,IV,b,1,1,11-100,,0,0,
NG,57,E,IV,b,1,0,.,,0,0,
SS,57,E,IV,b,1,1,11-100,,2,0,
AB,57,E,IV,c,1,0,.,,0,0,
AV,57,E,IV,c,1,1,11-100,,2,1,
CB,57,E,IV,c,1,1,100-200,,5,0,
GD,57,E,IV,c,.,.,.,,0,0,
LE,57,E,IV,c,1,0,.,,0,0,
NG,57,E,IV,c,1,1,1,female,0,0,
SS,57,E,IV,c,1,1,11-100,,1,0,
AB,57,E,IV,d,1,0,.,,0,0,
AV,57,E,IV,d,1,1,"""1-10""",,0,0,
CB,57,E,IV,d,1,0,.,,0,0,
GD,57,E,IV,d,0,.,.,,0,0,
LE,57,E,IV,d,0,.,.,,0,0,
NG,57,E,IV,d,1,0,.,,0,0,
SS,57,E,IV,d,1,1,11-100,,0,0,
AB,53N,A,I,a,.,.,.,.,0,0,
AV,53N,A,I,a,.,.,.,.,0,0,
CB,53N,A,I,a,.,.,.,.,0,0,
GD,53N,A,I,a,.,.,.,.,0,0,
LE,53N,A,I,a,.,.,.,.,0,0,
NG,53N,A,I,a,.,.,.,.,0,0,
SS,53N,A,I,a,.,.,.,.,0,0,
AB,53N,A,I,b,.,.,.,.,0,0,
AV,53N,A,I,b,.,.,.,.,0,0,
CB,53N,A,I,b,.,.,.,.,0,0,
GD,53N,A,I,b,.,.,.,.,0,0,
LE,53N,A,I,b,.,.,.,.,0,0,
NG,53N,A,I,b,.,.,.,.,0,0,
SS,53N,A,I,b,.,.,.,.,0,0,
AB,53N,A,I,c,.,.,.,.,0,0,
AV,53N,A,I,c,.,.,.,.,0,0,
CB,53N,A,I,c,.,.,.,.,0,0,
GD,53N,A,I,c,.,.,.,.,0,0,
LE,53N,A,I,c,.,.,.,.,0,0,
NG,53N,A,I,c,.,.,.,.,0,0,
SS,53N,A,I,c,.,.,.,.,0,0,
AB,53N,A,I,d,.,.,.,.,0,0,
AV,53N,A,I,d,.,.,.,.,.,.,
