Species,EU,Patch,Corner,Distance,Live/dead,Reproductive status,# Reproductive structures,Transplant notes,# recruits in plot,# recruits out of plot,Recruit notes
GD,54N,E,IV,a,1,0,.,,0,0,
LE,54N,E,IV,a,1,1,10-100,,0,0,
NG,54N,E,IV,a,0,0,dead,,0,0,
SS,54N,E,IV,a,1,1,"""1-10""",,0,0,
AB,54N,E,IV,b,1,1,400-500,,0,0,
AV,54N,E,IV,b,0,.,dead,,0,0,
CB,54N,E,IV,b,1,1,10-100,,0,0,
GD,54N,E,IV,b,0,.,dead,,0,0,
LE,54N,E,IV,b,0,.,dead,,0,0,
NG,54N,E,IV,b,1,0,.,,0,0,
SS,54N,E,IV,b,1,1,10-100,,1,0,
AB,54N,E,IV,c,1,1,200-300,,0,0,
AV,54N,E,IV,c,1,1,10-100,,0,0,
CB,54N,E,IV,c,0,.,dead,,0,0,
GD,54N,E,IV,c,0,0,dead,,0,0,
LE,54N,E,IV,c,0,.,.,,0,0,
NG,54N,E,IV,c,1,0,.,,0,0,
SS,54N,E,IV,c,1,1,10-100,,0,1,
AB,54N,E,IV,d,1,1,200-300,,0,0,
AV,54N,E,IV,d,1,1,10-100,,0,0,
CB,54N,E,IV,d,0,.,dead,,0,0,
GD,54N,E,IV,d,1,0,.,,0,0,
LE,54N,E,IV,d,0,.,dead,,0,0,
NG,54N,E,IV,d,1,0,.,,0,0,
SS,54N,E,IV,d,1,1,10-100,,0,0,
AB,54S,A,I,a,.,.,.,.,.,.,
AV,54S,A,I,a,.,.,.,.,.,.,
CB,54S,A,I,a,.,.,.,.,.,.,
GD,54S,A,I,a,.,.,.,.,.,.,
LE,54S,A,I,a,.,.,.,.,.,.,
NG,54S,A,I,a,.,.,.,.,.,.,
SS,54S,A,I,a,.,.,.,.,.,.,
AB,54S,A,I,b,.,.,.,.,.,.,
AV,54S,A,I,b,.,.,.,.,.,.,
CB,54S,A,I,b,.,.,.,.,.,.,
GD,54S,A,I,b,.,.,.,.,.,.,
LE,54S,A,I,b,.,.,.,.,.,.,
NG,54S,A,I,b,.,.,.,.,.,.,
SS,54S,A,I,b,.,.,.,.,.,.,
AB,54S,A,I,c,.,.,.,.,.,.,
AV,54S,A,I,c,.,.,.,.,.,.,
CB,54S,A,I,c,.,.,.,.,.,.,
GD,54S,A,I,c,.,.,.,.,.,.,
LE,54S,A,I,c,.,.,.,.,.,.,
NG,54S,A,I,c,.,.,.,.,.,.,
SS,54S,A,I,c,.,.,.,.,.,.,
AB,54S,A,I,d,.,.,.,.,.,.,
AV,54S,A,I,d,.,.,.,.,.,.,
CB,54S,A,I,d,.,.,.,.,.,.,
GD,54S,A,I,d,.,.,.,.,.,.,
LE,54S,A,I,d,.,.,.,.,.,.,
NG,54S,A,I,d,.,.,.,.,.,.,
SS,54S,A,I,d,.,.,.,.,.,.,
AB,54S,A,II,a,.,.,.,.,.,.,
AV,54S,A,II,a,.,.,.,.,.,.,
CB,54S,A,II,a,.,.,.,.,.,.,
GD,54S,A,II,a,.,.,.,.,.,.,
LE,54S,A,II,a,.,.,.,.,.,.,
NG,54S,A,II,a,.,.,.,.,.,.,
SS,54S,A,II,a,.,.,.,.,.,.,
AB,54S,A,II,b,.,.,.,.,.,.,
AV,54S,A,II,b,.,.,.,.,.,.,
CB,54S,A,II,b,.,.,.,.,.,.,
GD,54S,A,II,b,.,.,.,.,.,.,
LE,54S,A,II,b,.,.,.,.,.,.,
NG,54S,A,II,b,.,.,.,.,.,.,
SS,54S,A,II,b,.,.,.,.,.,.,
AB,54S,A,II,c,.,.,.,.,.,.,
AV,54S,A,II,c,.,.,.,.,.,.,
CB,54S,A,II,c,.,.,.,.,.,.,
GD,54S,A,II,c,.,.,.,.,.,.,
LE,54S,A,II,c,.,.,.,.,.,.,
NG,54S,A,II,c,.,.,.,.,.,.,
SS,54S,A,II,c,.,.,.,.,.,.,
AB,54S,A,II,d,.,.,.,.,.,.,
AV,54S,A,II,d,.,.,.,.,.,.,
CB,54S,A,II,d,.,.,.,.,.,.,
GD,54S,A,II,d,.,.,.,.,.,.,
LE,54S,A,II,d,.,.,.,.,.,.,
NG,54S,A,II,d,.,.,.,.,.,.,
SS,54S,A,II,d,.,.,.,.,.,.,
AB,54S,A,III,a,.,.,.,.,.,.,
AV,54S,A,III,a,.,.,.,.,.,.,
CB,54S,A,III,a,.,.,.,.,.,.,
GD,54S,A,III,a,.,.,.,.,.,.,
LE,54S,A,III,a,.,.,.,.,.,.,
NG,54S,A,III,a,.,.,.,.,.,.,
SS,54S,A,III,a,.,.,.,.,.,.,
AB,54S,A,III,b,.,.,.,.,.,.,
AV,54S,A,III,b,.,.,.,.,.,.,
CB,54S,A,III,b,.,.,.,.,.,.,
GD,54S,A,III,b,.,.,.,.,.,.,
LE,54S,A,III,b,.,.,.,.,.,.,
NG,54S,A,III,b,.,.,.,.,.,.,
SS,54S,A,III,b,.,.,.,.,.,.,
AB,54S,A,III,c,.,.,.,.,.,.,
AV,54S,A,III,c,.,.,.,.,.,.,
CB,54S,A,III,c,.,.,.,.,.,.,
GD,54S,A,III,c,.,.,.,.,.,.,
LE,54S,A,III,c,.,.,.,.,.,.,
NG,54S,A,III,c,.,.,.,.,.,.,
SS,54S,A,III,c,.,.,.,.,.,.,
AB,54S,A,III,d,.,.,.,.,.,.,
AV,54S,A,III,d,.,.,.,.,.,.,
CB,54S,A,III,d,.,.,.,.,.,.,
GD,54S,A,III,d,.,.,.,.,.,.,
LE,54S,A,III,d,.,.,.,.,.,.,
NG,54S,A,III,d,.,.,.,.,.,.,
SS,54S,A,III,d,.,.,.,.,.,.,
AB,54S,A,IV,a,.,.,.,.,.,.,
AV,54S,A,IV,a,.,.,.,.,.,.,
CB,54S,A,IV,a,.,.,.,.,.,.,
GD,54S,A,IV,a,.,.,.,.,.,.,
LE,54S,A,IV,a,.,.,.,.,.,.,
NG,54S,A,IV,a,.,.,.,.,.,.,
SS,54S,A,IV,a,.,.,.,.,.,.,
AB,54S,A,IV,b,.,.,.,.,.,.,
AV,54S,A,IV,b,.,.,.,.,.,.,
CB,54S,A,IV,b,.,.,.,.,.,.,
GD,54S,A,IV,b,.,.,.,.,.,.,
LE,54S,A,IV,b,.,.,.,.,.,.,
NG,54S,A,IV,b,.,.,.,.,.,.,
SS,54S,A,IV,b,.,.,.,.,.,.,
AB,54S,A,IV,c,.,.,.,.,.,.,
AV,54S,A,IV,c,.,.,.,.,.,.,
CB,54S,A,IV,c,.,.,.,.,.,.,
GD,54S,A,IV,c,.,.,.,.,.,.,
LE,54S,A,IV,c,.,.,.,.,.,.,
NG,54S,A,IV,c,.,.,.,.,.,.,
SS,54S,A,IV,c,.,.,.,.,.,.,
AB,54S,A,IV,d,.,.,.,.,.,.,
AV,54S,A,IV,d,.,.,.,.,.,.,
CB,54S,A,IV,d,.,.,.,.,.,.,
GD,54S,A,IV,d,.,.,.,.,.,.,
LE,54S,A,IV,d,.,.,.,.,.,.,
NG,54S,A,IV,d,.,.,.,.,.,.,
SS,54S,A,IV,d,.,.,.,.,.,.,
AB,54S,B,I,a,0,.,.,,0,0,
AV,54S,B,I,a,1,1,"""1-10""",,0,0,
CB,54S,B,I,a,1,1,200-300,,0,0,
GD,54S,B,I,a,1,0,.,,0,0,
LE,54S,B,I,a,1,1,11-100,,0,0,
NG,54S,B,I,a,1,0,.,,0,0,
SS,54S,B,I,a,1,1,"""1-10""",,0,0,
AB,54S,B,I,b,0,.,.,,0,0,
AV,54S,B,I,b,1,1,11-100,,0,0,
CB,54S,B,I,b,1,1,11-100,,0,0,
GD,54S,B,I,b,0,.,.,,0,0,
LE,54S,B,I,b,1,0,.,,0,0,
NG,54S,B,I,b,1,1,1,male or last yr,0,0,
SS,54S,B,I,b,1,0,.,,0,0,
AB,54S,B,I,c,0,.,.,,0,0,
AV,54S,B,I,c,0,.,.,,0,0,
CB,54S,B,I,c,1,0,.,,0,0,
GD,54S,B,I,c,0,.,.,,0,0,
LE,54S,B,I,c,0,.,.,,0,0,
NG,54S,B,I,c,1,0,.,,0,0,
SS,54S,B,I,c,0,.,.,,0,0,
AB,54S,B,I,d,0,.,.,,0,0,
AV,54S,B,I,d,1,1,11-100,,0,0,
CB,54S,B,I,d,1,1,11-100,,0,0,
GD,54S,B,I,d,0,.,.,,0,0,
LE,54S,B,I,d,0,.,.,,0,0,
NG,54S,B,I,d,1,0,.,,0,0,
SS,54S,B,I,d,0,.,.,,0,0,
AB,54S,B,II,a,1,1,11-100,,0,0,
AV,54S,B,II,a,1,1,11-100,,0,0,
CB,54S,B,II,a,1,1,11-100,,0,0,
GD,54S,B,II,a,1,0,.,,2,0,
LE,54S,B,II,a,1,1,100-200,,0,0,
NG,54S,B,II,a,1,0,.,,0,0,
SS,54S,B,II,a,1,0,.,,0,0,
AB,54S,B,II,b,1,1,"""1-10""",,0,0,
AV,54S,B,II,b,1,1,"""1-10""",,0,0,
CB,54S,B,II,b,1,1,11-100,,0,0,
GD,54S,B,II,b,0,.,.,,0,0,
LE,54S,B,II,b,1,1,11-100,,0,0,
NG,54S,B,II,b,1,0,.,,0,0,
SS,54S,B,II,b,1,0,.,,0,0,
AB,54S,B,II,c,1,1,"""1-10""",,0,0,
AV,54S,B,II,c,1,1,"""1-10""",,0,0,
CB,54S,B,II,c,1,1,"""1-10""",,0,0,
GD,54S,B,II,c,0,0,.,,0,0,
LE,54S,B,II,c,1,1,100-200,,0,0,
NG,54S,B,II,c,1,0,.,,0,0,
SS,54S,B,II,c,1,0,.,,0,0,
AB,54S,B,II,d,1,1,11-100,,0,0,
AV,54S,B,II,d,1,1,"""1-10""",,0,0,
CB,54S,B,II,d,1,1,"""1-10""",,0,0,
GD,54S,B,II,d,0,.,.,,0,0,
LE,54S,B,II,d,1,0,.,,0,0,
NG,54S,B,II,d,1,0,.,,0,0,
SS,54S,B,II,d,0,.,.,,0,0,
AB,54S,B,III,a,1,0,.,,0,0,
AV,54S,B,III,a,1,1,"""1-10""",,0,0,
CB,54S,B,III,a,1,1,11-100,,0,0,
GD,54S,B,III,a,1,0,.,,0,0,
LE,54S,B,III,a,0,.,.,,0,0,
NG,54S,B,III,a,1,0,.,,0,0,
SS,54S,B,III,a,0,.,.,,0,0,
AB,54S,B,III,b,1,0,.,,0,0,
AV,54S,B,III,b,1,1,<10,,0,0,
CB,54S,B,III,b,1,1,10-100,,10,0,
GD,54S,B,III,b,1,0,.,,0,0,
LE,54S,B,III,b,1,1,10-100,,11,0,
NG,54S,B,III,b,1,0,.,,0,0,
SS,54S,B,III,b,1,1,<10,,0,0,
AB,54S,B,III,c,1,0,.,,0,0,
AV,54S,B,III,c,1,1,11-100,,0,0,
CB,54S,B,III,c,1,1,11-100,,0,0,
GD,54S,B,III,c,1,0,.,,0,0,
LE,54S,B,III,c,0,.,.,,0,0,
NG,54S,B,III,c,1,0,.,,0,0,
SS,54S,B,III,c,1,1,"""1-10""",,0,0,
AB,54S,B,III,d,1,1,11-100,,0,0,
AV,54S,B,III,d,1,1,11-100,,0,0,
CB,54S,B,III,d,1,1,"""1-10""",,0,0,
GD,54S,B,III,d,0,.,.,,0,0,
LE,54S,B,III,d,0,.,.,,0,0,
NG,54S,B,III,d,1,0,.,,0,0,
SS,54S,B,III,d,0,.,.,,0,0,
AB,54S,B,IV,a,0,0,.,,0,0,
AV,54S,B,IV,a,1,1,"""1-10""",,0,0,
CB,54S,B,IV,a,1,1,10-100,,0,0,
GD,54S,B,IV,a,1,0,.,,0,0,
LE,54S,B,IV,a,1,1,100-200,,0,0,
NG,54S,B,IV,a,1,1,.,,0,0,
SS,54S,B,IV,a,1,0,.,,0,0,
AB,54S,B,IV,b,1,0,.,,0,0,
AV,54S,B,IV,b,1,1,10-100,,0,0,
CB,54S,B,IV,b,1,0,.,,0,0,
GD,54S,B,IV,b,1,0,.,,0,0,
LE,54S,B,IV,b,1,1,10-100,,0,0,
NG,54S,B,IV,b,1,0,.,,0,0,
SS,54S,B,IV,b,1,1,"""1-10""",,0,0,
AB,54S,B,IV,c,0,.,.,,0,0,
AV,54S,B,IV,c,1,1,"""1-10""",,1,0,
CB,54S,B,IV,c,0,.,.,,0,0,
GD,54S,B,IV,c,0,.,.,,0,0,
LE,54S,B,IV,c,0,.,.,,0,0,
NG,54S,B,IV,c,1,0,.,,0,0,
SS,54S,B,IV,c,0,.,.,,0,0,
AB,54S,B,IV,d,1,1,100-200,,0,0,
AV,54S,B,IV,d,1,1,11-100,,0,0,
CB,54S,B,IV,d,0,.,.,,7,0,
GD,54S,B,IV,d,0,.,.,,0,0,
LE,54S,B,IV,d,1,0,.,,0,0,
NG,54S,B,IV,d,1,0,.,,0,0,
SS,54S,B,IV,d,0,.,.,,0,0,
AB,54S,C,I,a,1,0,.,,0,0,
AV,54S,C,I,a,0,.,.,,0,0,
CB,54S,C,I,a,1,1,10-100,,0,0,
GD,54S,C,I,a,0,0,dead,,0,0,
LE,54S,C,I,a,1,0,.,,0,0,
NG,54S,C,I,a,1,0,.,,0,0,
SS,54S,C,I,a,1,1,10-100,,0,0,
AB,54S,C,I,b,1,1,10-100,,0,0,
AV,54S,C,I,b,1,1,10-100,,0,0,
CB,54S,C,I,b,1,1,100-200,,0,0,
GD,54S,C,I,b,.,.,.,,.,.,
LE,54S,C,I,b,1,0,.,,0,0,
NG,54S,C,I,b,1,0,.,,0,0,
SS,54S,C,I,b,1,1,10-100,,0,0,
AB,54S,C,I,c,1,1,100-200,,0,0,
AV,54S,C,I,c,1,1,11-100,,0,0,
CB,54S,C,I,c,1,1,200-300,,0,0,
GD,54S,C,I,c,0,.,.,,0,0,
LE,54S,C,I,c,1,1,100-200,,0,0,
NG,54S,C,I,c,1,1,"""1-10""",male or last yr,0,0,
SS,54S,C,I,c,1,1,11-100,,0,0,
AB,54S,C,I,d,1,1,100-200,,0,0,
AV,54S,C,I,d,1,1,"""1-10""",,1,0,
CB,54S,C,I,d,1,1,100-200,,0,0,
GD,54S,C,I,d,0,.,.,,0,0,
LE,54S,C,I,d,1,1,11-100,,0,0,
NG,54S,C,I,d,1,1,"""1-10""",male or last yr,0,0,
SS,54S,C,I,d,1,1,"""1-10""",,0,0,
AB,54S,C,II,a,1,0,.,,0,0,
AV,54S,C,II,a,1,1,"""1-10""",,0,0,
CB,54S,C,II,a,1,1,10-100,,0,0,
GD,54S,C,II,a,1,0,.,,0,0,
LE,54S,C,II,a,1,1,10-100,,0,0,
NG,54S,C,II,a,1,0,.,,0,0,
SS,54S,C,II,a,1,1,"""1-10""",,0,0,
AB,54S,C,II,b,1,0,.,,0,0,
AV,54S,C,II,b,1,1,11-100,,0,0,
CB,54S,C,II,b,1,1,100-200,,11,3,
GD,54S,C,II,b,1,0,.,,1,0,
LE,54S,C,II,b,1,0,.,,0,0,
NG,54S,C,II,b,1,0,.,,0,0,
SS,54S,C,II,b,1,1,11-100,,1,0,
AB,54S,C,II,c,1,1,10-100,,0,0,
AV,54S,C,II,c,1,1,10-100,,0,0,
CB,54S,C,II,c,1,1,10-100,,0,0,
GD,54S,C,II,c,0,0,dead,,0,0,
LE,54S,C,II,c,1,1,10-100,,0,0,
NG,54S,C,II,c,1,0,.,,0,0,
SS,54S,C,II,c,1,1,10-100,,0,0,
AB,54S,C,II,d,0,.,.,,0,0,
AV,54S,C,II,d,0,.,.,,0,0,
CB,54S,C,II,d,1,1,200-300,,0,0,
GD,54S,C,II,d,0,.,.,,0,0,
LE,54S,C,II,d,1,1,11-100,,0,0,
NG,54S,C,II,d,1,0,.,,0,0,
SS,54S,C,II,d,1,1,"""1-10""",,0,0,
AB,54S,C,III,a,1,0,.,,0,0,
AV,54S,C,III,a,1,0,.,,0,0,
CB,54S,C,III,a,1,0,.,,0,0,
GD,54S,C,III,a,1,0,.,,0,0,
LE,54S,C,III,a,1,1,10-100,,0,0,
NG,54S,C,III,a,1,0,.,,0,0,
SS,54S,C,III,a,0,0,dead,,0,0,
AB,54S,C,III,b,1,1,10-100,,0,0,
AV,54S,C,III,b,1,1,10-100,,0,0,
CB,54S,C,III,b,1,1,10-100,,0,0,
GD,54S,C,III,b,0,0,.,,0,0,
LE,54S,C,III,b,0,0,.,,0,0,
NG,54S,C,III,b,1,0,.,,0,0,
SS,54S,C,III,b,0,0,dead,,0,0,
AB,54S,C,III,c,.,.,.,.,.,.,
AV,54S,C,III,c,.,.,.,.,.,.,
CB,54S,C,III,c,.,.,.,.,.,.,
GD,54S,C,III,c,.,.,.,.,.,.,
LE,54S,C,III,c,.,.,.,.,.,.,
NG,54S,C,III,c,.,.,.,.,.,.,
SS,54S,C,III,c,.,.,.,.,.,.,
AB,54S,C,III,d,0,.,.,,0,0,
AV,54S,C,III,d,1,1,11-100,,0,0,
CB,54S,C,III,d,1,1,11-100,,0,0,
GD,54S,C,III,d,0,0,.,dead,0,0,
LE,54S,C,III,d,1,1,10-100,,0,0,
NG,54S,C,III,d,1,1,1,male or last yr,0,0,
SS,54S,C,III,d,1,1,"""1-10""",,0,0,
AB,54S,C,IV,a,1,1,"""1-10""",,0,0,
AV,54S,C,IV,a,1,1,"""1-10""",,0,0,
CB,54S,C,IV,a,1,1,11-100,,4,0,
GD,54S,C,IV,a,1,0,.,,0,0,
LE,54S,C,IV,a,0,.,.,,0,0,
NG,54S,C,IV,a,1,0,.,,0,0,
SS,54S,C,IV,a,1,0,.,,0,0,
AB,54S,C,IV,b,1,1,10-100,,0,0,
AV,54S,C,IV,b,1,1,10-100,,0,0,
CB,54S,C,IV,b,1,1,10-100,,0,0,
GD,54S,C,IV,b,1,0,.,,0,0,
LE,54S,C,IV,b,1,1,100-200,,0,0,
NG,54S,C,IV,b,1,1,"""1-10""",male or last yr,0,0,
SS,54S,C,IV,b,0,0,dead,,0,0,
AB,54S,C,IV,c,0,.,.,,0,0,
AV,54S,C,IV,c,1,1,11-100,,1,0,
CB,54S,C,IV,c,1,1,100-200,,0,0,
GD,54S,C,IV,c,.,.,.,,0,0,
LE,54S,C,IV,c,0,.,.,,0,0,
NG,54S,C,IV,c,1,1,1,male or last yr,0,0,
SS,54S,C,IV,c,0,.,.,,0,0,
AB,54S,C,IV,d,1,1,100-200,,0,0,
AV,54S,C,IV,d,1,1,11-100,,0,1,
CB,54S,C,IV,d,1,0,.,,0,0,
GD,54S,C,IV,d,0,.,.,,0,0,
LE,54S,C,IV,d,0,.,.,,0,0,
NG,54S,C,IV,d,1,0,.,,0,0,
SS,54S,C,IV,d,0,.,.,,0,0,
AB,54S,D,I,a,0,.,.,,0,0,
AV,54S,D,I,a,1,1,"""1-10""",,0,0,
CB,54S,D,I,a,1,1,100-200,,0,0,
GD,54S,D,I,a,1,0,.,,0,0,
LE,54S,D,I,a,1,1,11-100,,0,0,
NG,54S,D,I,a,1,0,.,,0,0,
SS,54S,D,I,a,1,1,"""1-10""",,0,0,
AB,54S,D,I,b,0,.,.,,0,0,
AV,54S,D,I,b,1,1,11-100,,0,0,
CB,54S,D,I,b,0,.,.,,0,0,
GD,54S,D,I,b,0,.,.,,0,0,
LE,54S,D,I,b,1,1,11-100,,0,0,
NG,54S,D,I,b,0,.,.,,0,0,
SS,54S,D,I,b,1,1,"""1-10""",,0,0,
AB,54S,D,I,c,1,1,11-100,,0,0,
AV,54S,D,I,c,1,1,11-100,,4,3,
CB,54S,D,I,c,1,1,11-100,,0,0,
GD,54S,D,I,c,0,.,.,,0,0,
LE,54S,D,I,c,0,.,.,,0,0,
NG,54S,D,I,c,1,0,.,,0,0,
SS,54S,D,I,c,1,0,.,,0,0,
AB,54S,D,I,d,1,1,11-100,,0,0,
AV,54S,D,I,d,1,1,11-100,,0,0,
CB,54S,D,I,d,0,.,.,,0,0,
GD,54S,D,I,d,0,.,.,,0,0,
LE,54S,D,I,d,0,.,.,,0,0,
NG,54S,D,I,d,1,1,"""1-10""",male,0,0,
SS,54S,D,I,d,1,1,11-100,,0,0,
AB,54S,D,II,a,1,1,11-100,,0,1,
AV,54S,D,II,a,1,1,11-100,,0,0,
CB,54S,D,II,a,1,1,11-100,,0,0,
GD,54S,D,II,a,1,0,.,,0,0,
LE,54S,D,II,a,1,0,.,,0,0,
NG,54S,D,II,a,1,1,"""1-10""",female,0,0,
SS,54S,D,II,a,1,1,11-100,,0,0,
AB,54S,D,II,b,1,0,.,,0,0,
AV,54S,D,II,b,1,1,11-100,,0,0,
CB,54S,D,II,b,1,1,11-100,,0,0,
GD,54S,D,II,b,0,.,.,,0,0,
LE,54S,D,II,b,1,1,100-200,,0,0,
NG,54S,D,II,b,0,.,.,,0,0,
SS,54S,D,II,b,0,.,.,,0,0,
AB,54S,D,II,c,0,.,.,,0,0,
AV,54S,D,II,c,0,.,.,,0,0,
CB,54S,D,II,c,1,1,100-200,,0,0,
GD,54S,D,II,c,1,0,.,,0,0,
LE,54S,D,II,c,0,.,.,,0,0,
NG,54S,D,II,c,0,.,.,,0,0,
SS,54S,D,II,c,1,1,11-100,,0,0,
AB,54S,D,II,d,0,.,.,,0,0,
AV,54S,D,II,d,1,1,"""1-10""",,0,0,
CB,54S,D,II,d,0,.,.,,0,0,
GD,54S,D,II,d,1,0,.,,0,0,
LE,54S,D,II,d,0,.,.,,0,0,
NG,54S,D,II,d,1,1,"""1-10""",male,0,0,
SS,54S,D,II,d,1,1,"""1-10""",,0,0,
AB,54S,D,III,a,1,1,"""1-10""",,0,0,
AV,54S,D,III,a,1,1,"""1-10""",,0,0,
CB,54S,D,III,a,1,1,11-100,,0,0,
GD,54S,D,III,a,1,0,0,,0,0,
LE,54S,D,III,a,0,.,.,,0,0,
NG,54S,D,III,a,1,0,0,,0,0,
SS,54S,D,III,a,1,1,"""1-10""",,0,0,
AB,54S,D,III,b,1,1,100-200,,0,0,
AV,54S,D,III,b,1,1,11-100,,0,0,
CB,54S,D,III,b,0,.,.,,0,0,
GD,54S,D,III,b,0,.,.,,0,0,
LE,54S,D,III,b,0,.,.,,0,0,
NG,54S,D,III,b,1,0,.,,0,0,
SS,54S,D,III,b,1,1,"""1-10""",,0,0,
AB,54S,D,III,c,1,1,11-100,,0,0,
AV,54S,D,III,c,1,1,11-100,,0,0,
CB,54S,D,III,c,1,0,.,,0,0,
GD,54S,D,III,c,0,.,.,,0,0,
LE,54S,D,III,c,0,.,.,,0,0,
NG,54S,D,III,c,1,0,.,,0,0,
SS,54S,D,III,c,0,.,.,,0,0,
AB,54S,D,III,d,1,1,100-200,,0,0,
AV,54S,D,III,d,1,1,11-100,,0,0,
CB,54S,D,III,d,0,.,.,,0,0,
GD,54S,D,III,d,0,.,.,,0,0,
LE,54S,D,III,d,0,.,.,,0,0,
NG,54S,D,III,d,1,0,.,,0,0,
SS,54S,D,III,d,1,0,.,,0,0,
AB,54S,D,IV,a,0,.,.,,0,0,
AV,54S,D,IV,a,1,1,11-100,,0,0,
CB,54S,D,IV,a,0,.,.,,0,0,
GD,54S,D,IV,a,1,0,.,,0,0,
LE,54S,D,IV,a,1,0,.,,0,0,
NG,54S,D,IV,a,1,0,.,,0,0,
SS,54S,D,IV,a,1,1,"""1-10""",,0,0,
AB,54S,D,IV,b,1,1,11-100,,0,0,
AV,54S,D,IV,b,1,0,.,,0,0,
CB,54S,D,IV,b,1,1,11-100,,0,0,
GD,54S,D,IV,b,0,.,.,,0,0,
LE,54S,D,IV,b,0,.,.,,0,0,
NG,54S,D,IV,b,1,1,"""1-10""",male or last yr,0,0,
SS,54S,D,IV,b,1,1,"""1-10""",,0,0,
AB,54S,D,IV,c,1,0,.,,0,0,
AV,54S,D,IV,c,1,1,11-100,,1,0,
CB,54S,D,IV,c,1,1,11-100,,0,0,
GD,54S,D,IV,c,0,.,.,,0,0,
LE,54S,D,IV,c,1,1,100-200,,0,0,
NG,54S,D,IV,c,1,0,.,,0,0,
SS,54S,D,IV,c,1,1,"""1-10""",,0,0,
AB,54S,D,IV,d,1,1,11-100,,0,0,
AV,54S,D,IV,d,0,.,.,,0,0,
CB,54S,D,IV,d,1,1,11-100,,0,0,
GD,54S,D,IV,d,0,.,.,,0,0,
LE,54S,D,IV,d,0,.,.,,0,0,
NG,54S,D,IV,d,1,1,"""1-10""",male,0,0,
SS,54S,D,IV,d,1,1,11-100,,0,0,
AB,54S,E,I,a,1,1,"""1-10""",,0,0,
AV,54S,E,I,a,1,1,11-100,,15,3,
CB,54S,E,I,a,1,1,11-100,,1,0,
GD,54S,E,I,a,1,0,.,,2,0,
LE,54S,E,I,a,0,.,.,,0,0,
NG,54S,E,I,a,1,1,1,female,0,0,
SS,54S,E,I,a,1,1,11-100,,0,0,
AB,54S,E,I,b,1,1,"""1-10""",,0,0,
AV,54S,E,I,b,1,1,"""1-10""",,0,0,
CB,54S,E,I,b,1,1,11-100,,0,0,
GD,54S,E,I,b,1,0,.,,0,0,
LE,54S,E,I,b,0,.,.,,0,0,
NG,54S,E,I,b,1,1,1,female,0,0,
SS,54S,E,I,b,0,.,.,,0,0,
AB,54S,E,I,c,1,1,11-100,,0,0,
AV,54S,E,I,c,1,1,11-100,,0,0,
CB,54S,E,I,c,1,1,"""1-10""",,0,0,
GD,54S,E,I,c,0,.,.,,0,0,
LE,54S,E,I,c,0,.,.,,0,0,
NG,54S,E,I,c,1,1,1,male or last yr,0,0,
SS,54S,E,I,c,1,0,.,,0,0,
AB,54S,E,I,d,1,1,"""1-10""",,0,0,
AV,54S,E,I,d,1,1,11-100,,0,0,
CB,54S,E,I,d,1,1,11-100,,0,0,
GD,54S,E,I,d,0,.,.,,0,0,
LE,54S,E,I,d,0,.,.,,0,0,
NG,54S,E,I,d,0,.,.,,0,0,
SS,54S,E,I,d,1,1,11-100,,0,0,
AB,54S,E,II,a,1,1,"""1-10""",,0,0,
AV,54S,E,II,a,1,1,"""1-10""",,0,0,
CB,54S,E,II,a,1,0,.,,0,0,
GD,54S,E,II,a,1,0,.,,0,0,
LE,54S,E,II,a,1,1,100-200,,0,0,
NG,54S,E,II,a,1,0,.,,0,0,
SS,54S,E,II,a,0,.,.,,0,0,
AB,54S,E,II,b,0,.,.,,0,0,
AV,54S,E,II,b,1,1,11-100,,0,0,
CB,54S,E,II,b,1,1,11-100,,0,0,
GD,54S,E,II,b,1,0,.,,0,0,
LE,54S,E,II,b,0,.,.,,0,0,
NG,54S,E,II,b,1,0,.,,0,0,
SS,54S,E,II,b,1,1,"""1-10""",,0,0,
AB,54S,E,II,c,1,1,11-100,,0,0,
AV,54S,E,II,c,1,0,.,,0,0,
CB,54S,E,II,c,1,1,100-200,,0,0,
GD,54S,E,II,c,1,1,"""1-10""",reproducing,0,0,
LE,54S,E,II,c,1,1,11-100,,0,0,
NG,54S,E,II,c,1,0,.,,0,0,
SS,54S,E,II,c,1,1,11-100,,0,0,
AB,54S,E,II,d,1,1,200-300,,0,0,
AV,54S,E,II,d,1,1,11-100,,0,0,
CB,54S,E,II,d,0,.,.,,0,0,
GD,54S,E,II,d,0,.,.,,0,0,
LE,54S,E,II,d,0,.,.,,0,0,
NG,54S,E,II,d,0,.,.,,0,0,
SS,54S,E,II,d,1,1,11-100,,0,0,
AB,54S,E,III,a,1,0,.,,0,0,
AV,54S,E,III,a,0,.,.,,0,0,
CB,54S,E,III,a,0,.,.,,0,0,
GD,54S,E,III,a,1,0,.,,0,0,
LE,54S,E,III,a,1,0,.,,0,0,
NG,54S,E,III,a,1,0,.,,0,0,
SS,54S,E,III,a,1,0,.,,0,0,
AB,54S,E,III,b,1,0,.,,0,0,
AV,54S,E,III,b,0,.,.,,0,0,
CB,54S,E,III,b,1,1,11-100,,0,0,
GD,54S,E,III,b,0,.,.,,0,0,
LE,54S,E,III,b,0,.,.,,0,0,
NG,54S,E,III,b,1,0,.,,0,0,
SS,54S,E,III,b,1,0,.,,0,0,
AB,54S,E,III,c,0,.,.,,0,0,
